row.names,value,nme,method,time
3762,3.649832e+00,local->corp,obs,(02/22/99 06:17:43)
3763,5.656566e-01,corp->fddi,obs,(02/22/99 06:17:43)
3764,4.327515e+03,corp->switch,obs,(02/22/99 06:17:43)
3765,3.488215e+00,corp->local,obs,(02/22/99 06:17:43)
3766,0.000000e+00,corp->corp,obs,(02/22/99 06:17:43)
3767,1.075730e+04,src fddi,obs,(02/22/99 06:17:43)
3768,4.166172e+04,src switch,obs,(02/22/99 06:17:43)
3769,8.212481e+03,src local,obs,(02/22/99 06:17:43)
3770,4.331569e+03,src corp,obs,(02/22/99 06:17:43)
3771,7.340818e+03,dst fddi,obs,(02/22/99 06:17:43)
3772,7.355101e+03,dst switch,obs,(02/22/99 06:17:43)
3773,1.480008e+04,dst local,obs,(02/22/99 06:17:43)
3774,3.546708e+04,dst corp,obs,(02/22/99 06:17:43)
3775,6.496307e+04,total,obs,(02/22/99 06:17:43)
3801,0.000000e+00,fddi->fddi,obs,(02/22/99 06:22:43)
3802,5.717845e+01,fddi->switch,obs,(02/22/99 06:22:43)
3803,9.534939e+03,fddi->local,obs,(02/22/99 06:22:43)
3804,2.828283e-01,fddi->corp,obs,(02/22/99 06:22:43)
3805,4.024916e+01,switch->fddi,obs,(02/22/99 06:22:43)
3806,3.267108e+03,switch->switch,obs,(02/22/99 06:22:43)
3807,3.836138e+03,switch->local,obs,(02/22/99 06:22:43)
3808,3.338930e+04,switch->corp,obs,(02/22/99 06:22:43)
3809,5.053350e+03,local->fddi,obs,(02/22/99 06:22:43)
3810,9.693434e+02,local->switch,obs,(02/22/99 06:22:43)
3811,5.319865e+00,local->local,obs,(02/22/99 06:22:43)
3812,2.801347e+00,local->corp,obs,(02/22/99 06:22:43)
3813,5.656566e-01,corp->fddi,obs,(02/22/99 06:22:43)
3814,3.975761e+03,corp->switch,obs,(02/22/99 06:22:43)
3815,3.043771e+00,corp->local,obs,(02/22/99 06:22:43)
3816,0.000000e+00,corp->corp,obs,(02/22/99 06:22:43)
3817,9.592401e+03,src fddi,obs,(02/22/99 06:22:43)
3818,4.053279e+04,src switch,obs,(02/22/99 06:22:43)
3819,6.030815e+03,src local,obs,(02/22/99 06:22:43)
3820,3.979370e+03,src corp,obs,(02/22/99 06:22:43)
3821,5.094165e+03,dst fddi,obs,(02/22/99 06:22:43)
3822,8.269391e+03,dst switch,obs,(02/22/99 06:22:43)
3823,1.337944e+04,dst local,obs,(02/22/99 06:22:43)
3824,3.339238e+04,dst corp,obs,(02/22/99 06:22:43)
3825,6.013538e+04,total,obs,(02/22/99 06:22:43)
3851,0.000000e+00,fddi->fddi,obs,(02/22/99 06:27:42)
3852,7.246465e+01,fddi->switch,obs,(02/22/99 06:27:42)
3853,7.358933e+03,fddi->local,obs,(02/22/99 06:27:42)
3854,2.828283e-01,fddi->corp,obs,(02/22/99 06:27:42)
3855,6.166330e+01,switch->fddi,obs,(02/22/99 06:27:42)
3856,2.260468e+03,switch->switch,obs,(02/22/99 06:27:42)
3857,3.744862e+03,switch->local,obs,(02/22/99 06:27:42)
3858,3.532157e+04,switch->corp,obs,(02/22/99 06:27:42)
3859,4.067987e+03,local->fddi,obs,(02/22/99 06:27:42)
3860,8.811785e+02,local->switch,obs,(02/22/99 06:27:42)
3861,1.089226e+01,local->local,obs,(02/22/99 06:27:42)
3862,3.367003e+00,local->corp,obs,(02/22/99 06:27:42)
3863,5.656566e-01,corp->fddi,obs,(02/22/99 06:27:42)
3864,4.601633e+03,corp->switch,obs,(02/22/99 06:27:42)
3865,3.043771e+00,corp->local,obs,(02/22/99 06:27:42)
3866,0.000000e+00,corp->corp,obs,(02/22/99 06:27:42)
3867,7.431680e+03,src fddi,obs,(02/22/99 06:27:42)
3868,4.138856e+04,src switch,obs,(02/22/99 06:27:42)
3869,4.963424e+03,src local,obs,(02/22/99 06:27:42)
3870,4.605242e+03,src corp,obs,(02/22/99 06:27:42)
3871,4.130215e+03,dst fddi,obs,(02/22/99 06:27:42)
3872,7.815744e+03,dst switch,obs,(02/22/99 06:27:42)
3873,1.111773e+04,dst local,obs,(02/22/99 06:27:42)
3874,3.532522e+04,dst corp,obs,(02/22/99 06:27:42)
3875,5.838891e+04,total,obs,(02/22/99 06:27:42)
3901,0.000000e+00,fddi->fddi,obs,(02/22/99 06:32:42)
3902,6.809764e+01,fddi->switch,obs,(02/22/99 06:32:42)
3903,8.022131e+03,fddi->local,obs,(02/22/99 06:32:42)
3904,2.828283e-01,fddi->corp,obs,(02/22/99 06:32:42)
3905,5.771044e+01,switch->fddi,obs,(02/22/99 06:32:42)
3906,3.198337e+03,switch->switch,obs,(02/22/99 06:32:42)
3907,3.857552e+03,switch->local,obs,(02/22/99 06:32:42)
3908,4.185457e+04,switch->corp,obs,(02/22/99 06:32:42)
3909,4.474104e+03,local->fddi,obs,(02/22/99 06:32:42)
3910,9.387946e+02,local->switch,obs,(02/22/99 06:32:42)
3911,4.915825e+00,local->local,obs,(02/22/99 06:32:42)
3912,1.696970e+00,local->corp,obs,(02/22/99 06:32:42)
3913,5.656566e-01,corp->fddi,obs,(02/22/99 06:32:42)
3914,1.259858e+04,corp->switch,obs,(02/22/99 06:32:42)
3915,3.057239e+00,corp->local,obs,(02/22/99 06:32:42)
3916,0.000000e+00,corp->corp,obs,(02/22/99 06:32:42)
3917,8.090512e+03,src fddi,obs,(02/22/99 06:32:42)
3918,4.896816e+04,src switch,obs,(02/22/99 06:32:42)
3919,5.419512e+03,src local,obs,(02/22/99 06:32:42)
3920,1.260220e+04,src corp,obs,(02/22/99 06:32:42)
3921,4.532380e+03,dst fddi,obs,(02/22/99 06:32:42)
3922,1.680381e+04,dst switch,obs,(02/22/99 06:32:42)
3923,1.188766e+04,dst local,obs,(02/22/99 06:32:42)
3924,4.185655e+04,dst corp,obs,(02/22/99 06:32:42)
3925,7.508039e+04,total,obs,(02/22/99 06:32:42)
3951,0.000000e+00,fddi->fddi,obs,(02/22/99 06:37:43)
3952,5.414815e+01,fddi->switch,obs,(02/22/99 06:37:43)
3953,8.692620e+03,fddi->local,obs,(02/22/99 06:37:43)
3954,2.828283e-01,fddi->corp,obs,(02/22/99 06:37:43)
3955,6.111111e+01,switch->fddi,obs,(02/22/99 06:37:43)
3956,6.215576e+03,switch->switch,obs,(02/22/99 06:37:43)
3957,3.660623e+03,switch->local,obs,(02/22/99 06:37:43)
3958,3.327301e+04,switch->corp,obs,(02/22/99 06:37:43)
3959,4.781562e+03,local->fddi,obs,(02/22/99 06:37:43)
3960,8.797576e+02,local->switch,obs,(02/22/99 06:37:43)
3961,7.148148e+00,local->local,obs,(02/22/99 06:37:43)
3962,3.905724e+00,local->corp,obs,(02/22/99 06:37:43)
3963,5.656566e-01,corp->fddi,obs,(02/22/99 06:37:43)
3964,5.248667e+03,corp->switch,obs,(02/22/99 06:37:43)
3965,5.791246e+00,corp->local,obs,(02/22/99 06:37:43)
3966,0.000000e+00,corp->corp,obs,(02/22/99 06:37:43)
3967,8.747051e+03,src fddi,obs,(02/22/99 06:37:43)
3968,4.321032e+04,src switch,obs,(02/22/99 06:37:43)
3969,5.672374e+03,src local,obs,(02/22/99 06:37:43)
3970,5.255024e+03,src corp,obs,(02/22/99 06:37:43)
3971,4.843239e+03,dst fddi,obs,(02/22/99 06:37:43)
3972,1.239815e+04,dst switch,obs,(02/22/99 06:37:43)
3973,1.236618e+04,dst local,obs,(02/22/99 06:37:43)
3974,3.327720e+04,dst corp,obs,(02/22/99 06:37:43)
3975,6.288477e+04,total,obs,(02/22/99 06:37:43)
4001,0.000000e+00,fddi->fddi,obs,(02/22/99 06:42:43)
4002,6.447811e+01,fddi->switch,obs,(02/22/99 06:42:43)
4003,7.811801e+03,fddi->local,obs,(02/22/99 06:42:43)
4004,2.828283e-01,fddi->corp,obs,(02/22/99 06:42:43)
4005,5.258586e+01,switch->fddi,obs,(02/22/99 06:42:43)
4006,2.953599e+03,switch->switch,obs,(02/22/99 06:42:43)
4007,3.716626e+03,switch->local,obs,(02/22/99 06:42:43)
4008,4.942990e+04,switch->corp,obs,(02/22/99 06:42:43)
4009,4.412623e+03,local->fddi,obs,(02/22/99 06:42:43)
4010,9.069630e+02,local->switch,obs,(02/22/99 06:42:43)
4011,8.646465e+00,local->local,obs,(02/22/99 06:42:43)
4012,2.545455e+00,local->corp,obs,(02/22/99 06:42:43)
4013,5.656566e-01,corp->fddi,obs,(02/22/99 06:42:43)
4014,1.135667e+04,corp->switch,obs,(02/22/99 06:42:43)
4015,4.646465e+00,corp->local,obs,(02/22/99 06:42:43)
4016,0.000000e+00,corp->corp,obs,(02/22/99 06:42:43)
4017,7.876562e+03,src fddi,obs,(02/22/99 06:42:43)
4018,5.615271e+04,src switch,obs,(02/22/99 06:42:43)
4019,5.330778e+03,src local,obs,(02/22/99 06:42:43)
4020,1.136188e+04,src corp,obs,(02/22/99 06:42:43)
4021,4.465774e+03,dst fddi,obs,(02/22/99 06:42:43)
4022,1.528171e+04,dst switch,obs,(02/22/99 06:42:43)
4023,1.154172e+04,dst local,obs,(02/22/99 06:42:43)
4024,4.943273e+04,dst corp,obs,(02/22/99 06:42:43)
4025,8.072193e+04,total,obs,(02/22/99 06:42:43)
4051,0.000000e+00,fddi->fddi,obs,(02/22/99 06:47:43)
4052,6.768687e+01,fddi->switch,obs,(02/22/99 06:47:43)
4053,8.565401e+03,fddi->local,obs,(02/22/99 06:47:43)
4054,2.828283e-01,fddi->corp,obs,(02/22/99 06:47:43)
4055,7.746128e+01,switch->fddi,obs,(02/22/99 06:47:43)
4056,2.602286e+03,switch->switch,obs,(02/22/99 06:47:43)
4057,3.492340e+03,switch->local,obs,(02/22/99 06:47:43)
4058,5.326421e+04,switch->corp,obs,(02/22/99 06:47:43)
4059,4.067165e+03,local->fddi,obs,(02/22/99 06:47:43)
4060,8.984074e+02,local->switch,obs,(02/22/99 06:47:43)
4061,4.915825e+00,local->local,obs,(02/22/99 06:47:43)
4062,3.649832e+00,local->corp,obs,(02/22/99 06:47:43)
4063,5.656566e-01,corp->fddi,obs,(02/22/99 06:47:43)
4064,1.325919e+04,corp->switch,obs,(02/22/99 06:47:43)
4065,7.373737e+00,corp->local,obs,(02/22/99 06:47:43)
4066,0.000000e+00,corp->corp,obs,(02/22/99 06:47:43)
4067,8.633370e+03,src fddi,obs,(02/22/99 06:47:43)
4068,5.943630e+04,src switch,obs,(02/22/99 06:47:43)
4069,4.974138e+03,src local,obs,(02/22/99 06:47:43)
4070,1.326713e+04,src corp,obs,(02/22/99 06:47:43)
4071,4.145192e+03,dst fddi,obs,(02/22/99 06:47:43)
4072,1.682757e+04,dst switch,obs,(02/22/99 06:47:43)
4073,1.207003e+04,dst local,obs,(02/22/99 06:47:43)
4074,5.326814e+04,dst corp,obs,(02/22/99 06:47:43)
4075,8.631094e+04,total,obs,(02/22/99 06:47:43)
4101,0.000000e+00,fddi->fddi,obs,(02/22/99 06:52:42)
4102,1.010808e+02,fddi->switch,obs,(02/22/99 06:52:42)
4103,7.951680e+03,fddi->local,obs,(02/22/99 06:52:42)
4104,2.828283e-01,fddi->corp,obs,(02/22/99 06:52:42)
4105,9.118519e+01,switch->fddi,obs,(02/22/99 06:52:42)
4106,2.627374e+03,switch->switch,obs,(02/22/99 06:52:42)
4107,3.790990e+03,switch->local,obs,(02/22/99 06:52:42)
4108,3.362421e+04,switch->corp,obs,(02/22/99 06:52:42)
4109,4.015599e+03,local->fddi,obs,(02/22/99 06:52:42)
4110,9.059798e+02,local->switch,obs,(02/22/99 06:52:42)
4111,1.144444e+01,local->local,obs,(02/22/99 06:52:42)
4112,2.545455e+00,local->corp,obs,(02/22/99 06:52:42)
4113,5.656566e-01,corp->fddi,obs,(02/22/99 06:52:42)
4114,4.226754e+03,corp->switch,obs,(02/22/99 06:52:42)
4115,5.090909e+00,corp->local,obs,(02/22/99 06:52:42)
4116,0.000000e+00,corp->corp,obs,(02/22/99 06:52:42)
4117,8.053044e+03,src fddi,obs,(02/22/99 06:52:42)
4118,4.013375e+04,src switch,obs,(02/22/99 06:52:42)
4119,4.935569e+03,src local,obs,(02/22/99 06:52:42)
4120,4.232411e+03,src corp,obs,(02/22/99 06:52:42)
4121,4.107350e+03,dst fddi,obs,(02/22/99 06:52:42)
4122,7.861189e+03,dst switch,obs,(02/22/99 06:52:42)
4123,1.175921e+04,dst local,obs,(02/22/99 06:52:42)
4124,3.362703e+04,dst corp,obs,(02/22/99 06:52:42)
4125,5.735478e+04,total,obs,(02/22/99 06:52:42)
4151,0.000000e+00,fddi->fddi,obs,(02/22/99 06:57:42)
4152,5.529630e+01,fddi->switch,obs,(02/22/99 06:57:42)
4153,8.695219e+03,fddi->local,obs,(02/22/99 06:57:42)
4154,2.828283e-01,fddi->corp,obs,(02/22/99 06:57:42)
4155,6.002020e+01,switch->fddi,obs,(02/22/99 06:57:42)
4156,2.618121e+03,switch->switch,obs,(02/22/99 06:57:42)
4157,4.313899e+03,switch->local,obs,(02/22/99 06:57:42)
4158,3.570943e+04,switch->corp,obs,(02/22/99 06:57:42)
4159,5.146653e+03,local->fddi,obs,(02/22/99 06:57:42)
4160,1.513155e+03,local->switch,obs,(02/22/99 06:57:42)
4161,2.412121e+01,local->local,obs,(02/22/99 06:57:42)
4162,2.912458e+00,local->corp,obs,(02/22/99 06:57:42)
4163,5.656566e-01,corp->fddi,obs,(02/22/99 06:57:42)
4164,5.038808e+03,corp->switch,obs,(02/22/99 06:57:42)
4165,5.171717e+00,corp->local,obs,(02/22/99 06:57:42)
4166,0.000000e+00,corp->corp,obs,(02/22/99 06:57:42)
4167,8.750798e+03,src fddi,obs,(02/22/99 06:57:42)
4168,4.270147e+04,src switch,obs,(02/22/99 06:57:42)
4169,6.686842e+03,src local,obs,(02/22/99 06:57:42)
4170,5.044545e+03,src corp,obs,(02/22/99 06:57:42)
4171,5.207239e+03,dst fddi,obs,(02/22/99 06:57:42)
4172,9.225380e+03,dst switch,obs,(02/22/99 06:57:42)
4173,1.303841e+04,dst local,obs,(02/22/99 06:57:42)
4174,3.571262e+04,dst corp,obs,(02/22/99 06:57:42)
4175,6.318365e+04,total,obs,(02/22/99 06:57:42)
4201,0.000000e+00,fddi->fddi,obs,(02/22/99 07:02:43)
4202,8.305387e+01,fddi->switch,obs,(02/22/99 07:02:43)
4203,8.192825e+03,fddi->local,obs,(02/22/99 07:02:43)
4204,2.828283e-01,fddi->corp,obs,(02/22/99 07:02:43)
4205,4.274108e+02,switch->fddi,obs,(02/22/99 07:02:43)
4206,2.504320e+03,switch->switch,obs,(02/22/99 07:02:43)
4207,4.024178e+03,switch->local,obs,(02/22/99 07:02:43)
4208,4.102269e+04,switch->corp,obs,(02/22/99 07:02:43)
4209,4.790158e+03,local->fddi,obs,(02/22/99 07:02:43)
4210,1.009088e+03,local->switch,obs,(02/22/99 07:02:43)
4211,1.060943e+01,local->local,obs,(02/22/99 07:02:43)
4212,2.545455e+00,local->corp,obs,(02/22/99 07:02:43)
4213,5.656566e-01,corp->fddi,obs,(02/22/99 07:02:43)
4214,5.790242e+03,corp->switch,obs,(02/22/99 07:02:43)
4215,5.090909e+00,corp->local,obs,(02/22/99 07:02:43)
4216,0.000000e+00,corp->corp,obs,(02/22/99 07:02:43)
4217,8.276162e+03,src fddi,obs,(02/22/99 07:02:43)
4218,4.797860e+04,src switch,obs,(02/22/99 07:02:43)
4219,5.812401e+03,src local,obs,(02/22/99 07:02:43)
4220,5.795899e+03,src corp,obs,(02/22/99 07:02:43)
4221,5.218135e+03,dst fddi,obs,(02/22/99 07:02:43)
4222,9.386704e+03,dst switch,obs,(02/22/99 07:02:43)
4223,1.223270e+04,dst local,obs,(02/22/99 07:02:43)
4224,4.102552e+04,dst corp,obs,(02/22/99 07:02:43)
4225,6.786306e+04,total,obs,(02/22/99 07:02:43)
4251,0.000000e+00,fddi->fddi,obs,(02/22/99 07:07:43)
4252,8.543434e+01,fddi->switch,obs,(02/22/99 07:07:43)
4253,8.870626e+03,fddi->local,obs,(02/22/99 07:07:43)
4254,2.828283e-01,fddi->corp,obs,(02/22/99 07:07:43)
4255,7.137374e+01,switch->fddi,obs,(02/22/99 07:07:43)
4256,1.816785e+03,switch->switch,obs,(02/22/99 07:07:43)
4257,4.593643e+03,switch->local,obs,(02/22/99 07:07:43)
4258,3.619886e+04,switch->corp,obs,(02/22/99 07:07:43)
4259,4.617643e+03,local->fddi,obs,(02/22/99 07:07:43)
4260,1.037498e+03,local->switch,obs,(02/22/99 07:07:43)
4261,5.185185e+00,local->local,obs,(02/22/99 07:07:43)
4262,3.649832e+00,local->corp,obs,(02/22/99 07:07:43)
4263,5.656566e-01,corp->fddi,obs,(02/22/99 07:07:43)
4264,6.252791e+03,corp->switch,obs,(02/22/99 07:07:43)
4265,5.023569e+00,corp->local,obs,(02/22/99 07:07:43)
4266,0.000000e+00,corp->corp,obs,(02/22/99 07:07:43)
4267,8.956343e+03,src fddi,obs,(02/22/99 07:07:43)
4268,4.268066e+04,src switch,obs,(02/22/99 07:07:43)
4269,5.663976e+03,src local,obs,(02/22/99 07:07:43)
4270,6.258380e+03,src corp,obs,(02/22/99 07:07:43)
4271,4.689582e+03,dst fddi,obs,(02/22/99 07:07:43)
4272,9.192508e+03,dst switch,obs,(02/22/99 07:07:43)
4273,1.347448e+04,dst local,obs,(02/22/99 07:07:43)
4274,3.620279e+04,dst corp,obs,(02/22/99 07:07:43)
4275,6.355936e+04,total,obs,(02/22/99 07:07:43)
4301,0.000000e+00,fddi->fddi,obs,(02/22/99 07:12:42)
4302,5.005387e+01,fddi->switch,obs,(02/22/99 07:12:42)
4303,7.957135e+03,fddi->local,obs,(02/22/99 07:12:42)
4304,2.828283e-01,fddi->corp,obs,(02/22/99 07:12:42)
4305,3.672054e+01,switch->fddi,obs,(02/22/99 07:12:42)
4306,3.351754e+03,switch->switch,obs,(02/22/99 07:12:42)
4307,4.134684e+03,switch->local,obs,(02/22/99 07:12:42)
4308,6.909837e+04,switch->corp,obs,(02/22/99 07:12:42)
4309,4.905215e+03,local->fddi,obs,(02/22/99 07:12:42)
4310,9.363704e+02,local->switch,obs,(02/22/99 07:12:42)
4311,4.915825e+00,local->local,obs,(02/22/99 07:12:42)
4312,2.801347e+00,local->corp,obs,(02/22/99 07:12:42)
4313,5.656566e-01,corp->fddi,obs,(02/22/99 07:12:42)
4314,1.920506e+04,corp->switch,obs,(02/22/99 07:12:42)
4315,4.067340e+00,corp->local,obs,(02/22/99 07:12:42)
4316,0.000000e+00,corp->corp,obs,(02/22/99 07:12:42)
4317,8.007471e+03,src fddi,obs,(02/22/99 07:12:42)
4318,7.662153e+04,src switch,obs,(02/22/99 07:12:42)
4319,5.849303e+03,src local,obs,(02/22/99 07:12:42)
4320,1.920969e+04,src corp,obs,(02/22/99 07:12:42)
4321,4.942502e+03,dst fddi,obs,(02/22/99 07:12:42)
4322,2.354324e+04,dst switch,obs,(02/22/99 07:12:42)
4323,1.210080e+04,dst local,obs,(02/22/99 07:12:42)
4324,6.910145e+04,dst corp,obs,(02/22/99 07:12:42)
4325,1.096880e+05,total,obs,(02/22/99 07:12:42)
4351,0.000000e+00,fddi->fddi,obs,(02/22/99 07:17:42)
4352,7.779798e+01,fddi->switch,obs,(02/22/99 07:17:42)
4353,9.152374e+03,fddi->local,obs,(02/22/99 07:17:42)
4354,2.828283e-01,fddi->corp,obs,(02/22/99 07:17:42)
4355,6.946801e+01,switch->fddi,obs,(02/22/99 07:17:42)
4356,1.879825e+03,switch->switch,obs,(02/22/99 07:17:42)
4357,4.321842e+03,switch->local,obs,(02/22/99 07:17:42)
4358,3.420076e+04,switch->corp,obs,(02/22/99 07:17:42)
4359,4.231717e+03,local->fddi,obs,(02/22/99 07:17:42)
4360,8.262795e+02,local->switch,obs,(02/22/99 07:17:42)
4361,1.089226e+01,local->local,obs,(02/22/99 07:17:42)
4362,3.649832e+00,local->corp,obs,(02/22/99 07:17:42)
4363,5.656566e-01,corp->fddi,obs,(02/22/99 07:17:42)
4364,5.958525e+03,corp->switch,obs,(02/22/99 07:17:42)
4365,4.511785e+00,corp->local,obs,(02/22/99 07:17:42)
4366,0.000000e+00,corp->corp,obs,(02/22/99 07:17:42)
4367,9.230455e+03,src fddi,obs,(02/22/99 07:17:42)
4368,4.047189e+04,src switch,obs,(02/22/99 07:17:42)
4369,5.072539e+03,src local,obs,(02/22/99 07:17:42)
4370,5.963603e+03,src corp,obs,(02/22/99 07:17:42)
4371,4.301751e+03,dst fddi,obs,(02/22/99 07:17:42)
4372,8.742428e+03,dst switch,obs,(02/22/99 07:17:42)
4373,1.348962e+04,dst local,obs,(02/22/99 07:17:42)
4374,3.420469e+04,dst corp,obs,(02/22/99 07:17:42)
4375,6.073849e+04,total,obs,(02/22/99 07:17:42)
4401,0.000000e+00,fddi->fddi,obs,(02/22/99 07:22:43)
4402,6.334680e+01,fddi->switch,obs,(02/22/99 07:22:43)
4403,7.901902e+03,fddi->local,obs,(02/22/99 07:22:43)
4404,2.828283e-01,fddi->corp,obs,(02/22/99 07:22:43)
4405,4.696970e+01,switch->fddi,obs,(02/22/99 07:22:43)
4406,3.496471e+03,switch->switch,obs,(02/22/99 07:22:43)
4407,4.419953e+03,switch->local,obs,(02/22/99 07:22:43)
4408,3.632252e+04,switch->corp,obs,(02/22/99 07:22:43)
4409,4.950145e+03,local->fddi,obs,(02/22/99 07:22:43)
4410,1.062020e+03,local->switch,obs,(02/22/99 07:22:43)
4411,5.185185e+00,local->local,obs,(02/22/99 07:22:43)
4412,2.262626e+00,local->corp,obs,(02/22/99 07:22:43)
4413,5.656566e-01,corp->fddi,obs,(02/22/99 07:22:43)
4414,6.401781e+03,corp->switch,obs,(02/22/99 07:22:43)
4415,4.646465e+00,corp->local,obs,(02/22/99 07:22:43)
4416,0.000000e+00,corp->corp,obs,(02/22/99 07:22:43)
4417,7.965532e+03,src fddi,obs,(02/22/99 07:22:43)
4418,4.428591e+04,src switch,obs,(02/22/99 07:22:43)
4419,6.019613e+03,src local,obs,(02/22/99 07:22:43)
4420,6.406993e+03,src corp,obs,(02/22/99 07:22:43)
4421,4.997680e+03,dst fddi,obs,(02/22/99 07:22:43)
4422,1.102362e+04,dst switch,obs,(02/22/99 07:22:43)
4423,1.233169e+04,dst local,obs,(02/22/99 07:22:43)
4424,3.632506e+04,dst corp,obs,(02/22/99 07:22:43)
4425,6.467805e+04,total,obs,(02/22/99 07:22:43)
4451,0.000000e+00,fddi->fddi,obs,(02/22/99 07:27:43)
4452,7.272727e+01,fddi->switch,obs,(02/22/99 07:27:43)
4453,8.960215e+03,fddi->local,obs,(02/22/99 07:27:43)
4454,2.828283e-01,fddi->corp,obs,(02/22/99 07:27:43)
4455,6.196633e+01,switch->fddi,obs,(02/22/99 07:27:43)
4456,3.399168e+03,switch->switch,obs,(02/22/99 07:27:43)
4457,4.029488e+03,switch->local,obs,(02/22/99 07:27:43)
4458,3.443284e+04,switch->corp,obs,(02/22/99 07:27:43)
4459,4.513465e+03,local->fddi,obs,(02/22/99 07:27:43)
4460,9.366869e+02,local->switch,obs,(02/22/99 07:27:43)
4461,1.089226e+01,local->local,obs,(02/22/99 07:27:43)
4462,3.057239e+00,local->corp,obs,(02/22/99 07:27:43)
4463,5.656566e-01,corp->fddi,obs,(02/22/99 07:27:43)
4464,3.751601e+04,corp->switch,obs,(02/22/99 07:27:43)
4465,4.202020e+00,corp->local,obs,(02/22/99 07:27:43)
4466,0.000000e+00,corp->corp,obs,(02/22/99 07:27:43)
4467,9.033226e+03,src fddi,obs,(02/22/99 07:27:43)
4468,4.192346e+04,src switch,obs,(02/22/99 07:27:43)
4469,5.464101e+03,src local,obs,(02/22/99 07:27:43)
4470,3.752077e+04,src corp,obs,(02/22/99 07:27:43)
4471,4.575997e+03,dst fddi,obs,(02/22/99 07:27:43)
4472,4.192459e+04,dst switch,obs,(02/22/99 07:27:43)
4473,1.300480e+04,dst local,obs,(02/22/99 07:27:43)
4474,3.443618e+04,dst corp,obs,(02/22/99 07:27:43)
4475,9.394156e+04,total,obs,(02/22/99 07:27:43)
4501,0.000000e+00,fddi->fddi,obs,(02/22/99 07:32:43)
4502,5.492593e+01,fddi->switch,obs,(02/22/99 07:32:43)
4503,8.062589e+03,fddi->local,obs,(02/22/99 07:32:43)
4504,2.828283e-01,fddi->corp,obs,(02/22/99 07:32:43)
4505,4.341077e+01,switch->fddi,obs,(02/22/99 07:32:43)
4506,2.536798e+03,switch->switch,obs,(02/22/99 07:32:43)
4507,3.918195e+03,switch->local,obs,(02/22/99 07:32:43)
4508,3.868412e+04,switch->corp,obs,(02/22/99 07:32:43)
4509,5.133249e+03,local->fddi,obs,(02/22/99 07:32:43)
4510,9.303939e+02,local->switch,obs,(02/22/99 07:32:43)
4511,4.915825e+00,local->local,obs,(02/22/99 07:32:43)
4512,6.269360e+00,local->corp,obs,(02/22/99 07:32:43)
4513,5.656566e-01,corp->fddi,obs,(02/22/99 07:32:43)
4514,5.591949e+03,corp->switch,obs,(02/22/99 07:32:43)
4515,7.919192e+00,corp->local,obs,(02/22/99 07:32:43)
4516,0.000000e+00,corp->corp,obs,(02/22/99 07:32:43)
4517,8.117798e+03,src fddi,obs,(02/22/99 07:32:43)
4518,4.518253e+04,src switch,obs,(02/22/99 07:32:43)
4519,6.074828e+03,src local,obs,(02/22/99 07:32:43)
4520,5.600434e+03,src corp,obs,(02/22/99 07:32:43)
4521,5.177226e+03,dst fddi,obs,(02/22/99 07:32:43)
4522,9.114067e+03,dst switch,obs,(02/22/99 07:32:43)
4523,1.199362e+04,dst local,obs,(02/22/99 07:32:43)
4524,3.869068e+04,dst corp,obs,(02/22/99 07:32:43)
4525,6.497559e+04,total,obs,(02/22/99 07:32:43)
4551,0.000000e+00,fddi->fddi,obs,(02/22/99 07:37:42)
4552,8.459933e+01,fddi->switch,obs,(02/22/99 07:37:42)
4553,8.951687e+03,fddi->local,obs,(02/22/99 07:37:42)
4554,2.828283e-01,fddi->corp,obs,(02/22/99 07:37:42)
4555,7.040404e+01,switch->fddi,obs,(02/22/99 07:37:42)
4556,2.421946e+03,switch->switch,obs,(02/22/99 07:37:42)
4557,4.712926e+03,switch->local,obs,(02/22/99 07:37:42)
4558,3.589582e+04,switch->corp,obs,(02/22/99 07:37:42)
4559,4.352030e+03,local->fddi,obs,(02/22/99 07:37:42)
4560,4.685754e+03,local->switch,obs,(02/22/99 07:37:42)
4561,1.019192e+01,local->local,obs,(02/22/99 07:37:42)
4562,4.861953e+00,local->corp,obs,(02/22/99 07:37:42)
4563,5.656566e-01,corp->fddi,obs,(02/22/99 07:37:42)
4564,4.857929e+03,corp->switch,obs,(02/22/99 07:37:42)
4565,5.616162e+00,corp->local,obs,(02/22/99 07:37:42)
4566,0.000000e+00,corp->corp,obs,(02/22/99 07:37:42)
4567,9.036569e+03,src fddi,obs,(02/22/99 07:37:42)
4568,4.310110e+04,src switch,obs,(02/22/99 07:37:42)
4569,9.052838e+03,src local,obs,(02/22/99 07:37:42)
4570,4.864111e+03,src corp,obs,(02/22/99 07:37:42)
4571,4.423000e+03,dst fddi,obs,(02/22/99 07:37:42)
4572,1.205023e+04,dst switch,obs,(02/22/99 07:37:42)
4573,1.368042e+04,dst local,obs,(02/22/99 07:37:42)
4574,3.590097e+04,dst corp,obs,(02/22/99 07:37:42)
4575,6.605462e+04,total,obs,(02/22/99 07:37:42)
4601,0.000000e+00,fddi->fddi,obs,(02/22/99 07:42:42)
4602,5.593939e+01,fddi->switch,obs,(02/22/99 07:42:42)
4603,8.369040e+03,fddi->local,obs,(02/22/99 07:42:42)
4604,2.828283e-01,fddi->corp,obs,(02/22/99 07:42:42)
4605,3.852525e+01,switch->fddi,obs,(02/22/99 07:42:42)
